hash,block,timestamp,from,to,amount_usd,datetime
0x53d89411029e5c2979e0f0c13ec4ccd44d798c94468dd473233fe6f07ccbc627,11269384,1767351066,0x8a29e61aca9e8adeaf2d9f69aac2e1164ea77c03,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1701327.5929470386,2026-01-02 02:51:06
0x6f41ecafdea8f911276155871d66fc4e120a2d2c57782f270d73d99827dab577,12846977,1770506251,0x460a3a49e01d91704ad7aaead979f35dd7c865ae,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,166421.88129932887,2026-02-07 15:17:31
0xe270396884a9615f6cfd311a300d7ed2193256eb43fc90e7e144718e37505c3c,10637284,1766086865,0xf4e566be1fad5f8a8ee75229ad5e5c6c6e0a97a8,0x23055618898e202386e6c13955a58d3c68200bfb,1180548.8930998095,2025-12-18 11:41:05
0x0180839e824320f8e8ef0cd0c3b183faf6f663929a10329a057e0c9f8a96e3c2,10306634,1765425565,0x460a3a49e01d91704ad7aaead979f35dd7c865ae,0x23055618898e202386e6c13955a58d3c68200bfb,984611.6465198096,2025-12-10 19:59:25
0x84e7a4ccc7e1ccadf5fc29c6abaa68948855f46e4779e4844a744af1dd5857b8,10042636,1764897569,0xcf83a816799e5268c8d1c6e27a7ddbec2fce355f,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,229133.51965884585,2025-12-04 17:19:29
0x88f49e0c5549f573801e4156c5c4e351c537be45b93406b5851e92ae788c447d,11098610,1767009517,0x41092039aebe017cfd55b9e36c91e4e6f1188cc6,0x23055618898e202386e6c13955a58d3c68200bfb,1581735.1497468736,2025-12-29 03:58:37
0xf5d368a048882df3e621e02f2622fafd3ac95e52ed634a44d116300a0b4fe9c2,10713413,1766239124,0x391af3b9d8dc226c31e2b363eb97b46b80537f76,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,271983.5306723064,2025-12-20 05:58:44
0x4bce2369e0e8cdcc1ee5fa6b3edbea9bb3f8a654df6c275758e5b256c952a7cc,13137489,1771087276,0x8793e7606eddb0e85fecdb71818006b5b2423edf,0x23055618898e202386e6c13955a58d3c68200bfb,372418.03437102283,2026-02-14 08:41:16
0xb157de50d1f7d8299824221c6c7aaf7e4f1f98ed004ca48f0187a132e2148727,12619657,1770051612,0xbd9ad2c7bfb7a5d743103880de91e645ad9636ff,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,648650.0591125169,2026-02-02 09:00:12
0x3385eff191ba6a42c4a9bf48f5c853fe79b9b90e5cd115069b3c8253a1fba99e,12933470,1770679238,0x184002cd8dd3cd8e4908615a41cb2824bc3896e9,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,811056.1516922172,2026-02-09 15:20:38
0xd75465e8a88b23728beb050c22936770e9245cf68bf2fb729708286be0ae6536,13647972,1772108241,0x6ef748f3ff65a0dbfffb02e5efd222dbfad374ab,0x23055618898e202386e6c13955a58d3c68200bfb,883520.325373103,2026-02-26 04:17:21
0x98b370489636f4c34cb917232bc0f7e8dd51c4257339e5525f4cbe84c2cd441f,10320808,1765453914,0x05d8df6571ff5f8ea0da1b23e620d6f1dbaed16e,0x23055618898e202386e6c13955a58d3c68200bfb,1296854.726674982,2025-12-11 03:51:54
0xc7b01b56c18884922cbdb1e434d76f30074879774140e3d626920f4d6949f920,11635590,1768083478,0x1a1caf80dfd1cf198635d7cc50d8f1414b74ffd1,0x4200000000000000000000000000000000000010,694016.986511605,2026-01-10 14:17:58
0xb5b54143043fc251600c45ac33559b79e78cd1b2c955aa7cbba68394defef862,12078303,1768968904,0xd55070b6be0ed4ef5e37b4db2238aba745c76042,0x23055618898e202386e6c13955a58d3c68200bfb,611024.9221274566,2026-01-20 20:15:04
0xc83b37a83cc5084dfbdba5956af320f435bb0d70077fc684f2bf6e116ca92229,10332756,1765477809,0x806217c43b4a15ed5752e3462c20c1be2b2c9389,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1003936.4773633883,2025-12-11 10:30:09
0x4fe07f45714358a9fe1a72cd95f3a64086b7b125eaa06cd8fe2861dc922aa3c2,11456746,1767725790,0x41092039aebe017cfd55b9e36c91e4e6f1188cc6,0x23055618898e202386e6c13955a58d3c68200bfb,570155.6027173114,2026-01-06 10:56:30
0xbf4043a7a3fec8c66073821f0fa56b63ffbc850bac2566f4a2fd08e763058d59,13637263,1772086823,0x2dd53d0f61addb670a9eea3aee4b6d2caa643ef6,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,941656.8886106751,2026-02-25 22:20:23
0x44d35893864f06b0a5b512f5fe1e1f42b586024af3bd12ed8362d809f6ca3a36,10745591,1766303479,0x0f73cd92a1c50c61543d9c6ae0bd405b2df1de0a,0x1a44076050125825900e736c501f859c50fe728c,211231.21456752572,2025-12-20 23:51:19
0x36d06b494f96bfb2e5e63028048c8ebd760bf1d6a396e73edf229b8d387b2210,12638378,1770089054,0xceff318e6fa89f1a20fb20db4133b30bd7503d99,0x33c8c42d9939e9ab092d266b466ee0b1399b6e82,121645.90036376248,2026-02-02 19:24:14
0xc94543ae9b0c762b78f2cc97a3ef52513cc1d708cc7cbc17f5345a393faab70f,13490749,1771793796,0x9a8a5cf3bf586849874b080998cb50f4fd720709,0x1a44076050125825900e736c501f859c50fe728c,4081831.885597578,2026-02-22 12:56:36
0xb75397d034bc57b8a97dfecc92d9e848bab0775dd6a37f2f41cf63aba10db1bf,10384397,1765581091,0x58308522604fece8bb7d8ae6f0b364b7f188e29c,0x23055618898e202386e6c13955a58d3c68200bfb,397789.3751938232,2025-12-12 15:11:31
0xa2a0df5b4b99393084956c2d57e2b0cd9aea2a60bb2fda330a26407302910537,10064842,1764941981,0x184002cd8dd3cd8e4908615a41cb2824bc3896e9,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,265838.86174157454,2025-12-05 05:39:41
0x38619cca9bbdb07e8a58d75080a8abb5984752e0423d955f758c20dec2671ca8,11643900,1768100098,0xfa5ffbe4f82881305bec6c2438bd0ed6f83ecd2b,0x49048044d57e1c92a77f79988d21fa8faf74e97e,1206040.2887836732,2026-01-10 18:54:58
0x439ad11773fa2f7845c98b0a16fa8a851bcf03fd9fe7a26d81180107a44d3fc1,10651023,1766114344,0x22f4ad0ea3b59aa8ab64dda77947373c11a4c2c0,0x23055618898e202386e6c13955a58d3c68200bfb,751263.8229140966,2025-12-18 19:19:04
0x59d9e506bfe2e044a8ff314b7c78c72e38dcd5fffdfdceb62313a601a75d7747,11676155,1768164608,0xa6ec4c0931678ab7c899ce079a0fea8bb4ff883a,0x4200000000000000000000000000000000000010,1741658.092384146,2026-01-11 12:50:08
0x42acf54eee448d05372370f339facc4f69535e3c57b9128c28fc889df92fb373,11998842,1768809981,0x46fd21cf1fb311c2d116d8fd03287668e0f0763e,0x1a44076050125825900e736c501f859c50fe728c,1408974.5319074204,2026-01-19 00:06:21
0x21ab2c8e9d6e4052a59ebba2d52fbcef9e678f6fbe9eda3428d5a7448ef41fa7,13143692,1771099681,0xdfb1e29253bfcff3c2c66741d4d9927c10550c1e,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,755320.4667513454,2026-02-14 12:08:01
0xadd9a00b39014f528d6398d89347e7bcbbf64e6acb24e5a3289dd762ea2ba357,13692835,1772197967,0x284deb48007a9d18038441ae290bdd74fd23528e,0x1a44076050125825900e736c501f859c50fe728c,762099.7251628926,2026-02-27 05:12:47
0x0a33f6fa64f6faba806803da7132a12eb90c035e3264b2704ea73d3ddc0fa5ba,10253242,1765318781,0xd55070b6be0ed4ef5e37b4db2238aba745c76042,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1283272.9238015593,2025-12-09 14:19:41
0x3c6c6fbfa59aa6a40a54ef68a82edb8ed3b33d66289f1d61308d4895e4b0af34,12980078,1770772453,0x58308522604fece8bb7d8ae6f0b364b7f188e29c,0xa090e606e30bd747d4e6245a1517ebe430f0057e,541266.3844503312,2026-02-10 17:14:13
0xe679e9df9b570c61c8eb14b632d4cb129eee5baca3b1d8333f77bc70f9ff5a6f,13410386,1771633069,0xceff318e6fa89f1a20fb20db4133b30bd7503d99,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,178931.25416455907,2026-02-20 16:17:49
0x332163b728ed7c9a3a0ce7f3c141b4b2ee6c0531b0361efe4d7c852589674ba0,11753811,1768319920,0x68eda2dfaca5f3c75fb93b166d479c1f428a7d6c,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,130993.19928717805,2026-01-13 07:58:40
0xcba616387fe844f3d8d0970f5b0b5b695d5a79d5438d85f5427384147c3f323c,10269426,1765351149,0x7f6d6b4f6399dc707d3c32bab85893311cf96014,0x23055618898e202386e6c13955a58d3c68200bfb,1330270.038145397,2025-12-09 23:19:09
0x98bd787364283981c3a4260743aa639040b6645bbd653c79e9fefeecd5a6277a,12975432,1770763161,0x8942257f2a1cb32506f5aad784d3908a73805c8b,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,224038.33000253505,2026-02-10 14:39:21
0xc6d3e6b62cfa2be6145a87f7a6e9a9318a7193f5362d1df706f2cff5cda3d9aa,10052049,1764916396,0x284deb48007a9d18038441ae290bdd74fd23528e,0x23055618898e202386e6c13955a58d3c68200bfb,1085241.773790614,2025-12-04 22:33:16
0x327e9acaaef4c14615c3980154881d49e88afcf8d3be7689f545a5aaafc63438,12967367,1770747032,0x806217c43b4a15ed5752e3462c20c1be2b2c9389,0x4200000000000000000000000000000000000010,1695575.9754666637,2026-02-10 10:10:32
0xd926ff50b82cc7eafe651b1c2b0fef8f1081dc3cec95ebe9a81abaa25a2acbcb,10522061,1765856419,0xb9aa8895324df9003003f8bca3b6fd4e5de281cd,0x6758a2374a7f2d8a1b49199d05dd0ac5365f478f,282753.4959476333,2025-12-15 19:40:19
0xcf5b3c2cf89500acca50c147b68f688b11209b145cb178dfa06c57fb8654744c,13085169,1770982635,0xae8f356c10b2046ee56c0b2648dfbcf057a55479,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,884092.0664684596,2026-02-13 03:37:15
0x85da259a30651de2427c7d0c44b179ea5e27b13916526354782b8bf64fe37e38,10879637,1766571572,0x284deb48007a9d18038441ae290bdd74fd23528e,0x9a8a5cf3bf586849874b080998cb50f4fd720709,227675.3826248013,2025-12-24 02:19:32
0x5040cc6e6421a15502c47aa98fbd8addf0634ccb2697757a1ffc757a0d03908c,11963318,1768738933,0x6c6fd3becc7e86a1c75f9611df0b8c23fb8ab0e7,0x23055618898e202386e6c13955a58d3c68200bfb,992514.7567304473,2026-01-18 04:22:13
0x86bdae6557abab4dda5ac954decba89785017be0b0bf8d8adfe44f1feaf8108d,10393777,1765599851,0x095e0a115223eafde41e62c1f6056f769de4ebaf,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,429910.51939322916,2025-12-12 20:24:11
0x660f6e77571987da07de21cd168da3a21111c3b4b0338e651191e03df9e0d1a6,10529308,1765870913,0x7cfaab87e977354d67573c18cdbd52b014aeb3f0,0xa3e2f6a6c5366dc3723fec10f909ca96c5ca6b6c,177491.93367413935,2025-12-15 23:41:53
0xcbc1e57f23f370a9dc828aab17c1112058750c1947d3b384c808da31d8d7feaa,13142069,1771096435,0x391af3b9d8dc226c31e2b363eb97b46b80537f76,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,203398.04822779435,2026-02-14 11:13:55
0x9cd8d96a542605881bf8ecb07eeda6311dac9297d05db7da773849b87bb7a55c,10137378,1765087054,0xa55ee668536e3bdcc32d26c98b71bc39752fa811,0x23055618898e202386e6c13955a58d3c68200bfb,598393.8046954555,2025-12-06 21:57:34
0x8fb1bb1de853707530eab7247a52bf99971b6246597941781ae0c8e65ff6e3b7,11510232,1767832762,0xf4e566be1fad5f8a8ee75229ad5e5c6c6e0a97a8,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,321642.6002946871,2026-01-07 16:39:22
0xf2ece355c934541aa093c3d27ce470b28d6adbf2b2ef8e1461f26267ecf7d424,11942368,1768697034,0x9f406a3fba356cafb75523e5b9c252fd08df65d8,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,228217.81354551695,2026-01-17 16:43:54
0xc2ea8ad7ecbf5ab5f09c2d726144d1f88852f7b4a75604a22dcf9876ee0f80be,11137695,1767087687,0xf4d41f11aef63f21c637d6ad057ec4f08b707c53,0x1a44076050125825900e736c501f859c50fe728c,1943157.5865718257,2025-12-30 01:41:27
0x0587531c22729bec7a293ed1cd71fccf12ce6638645e34b0db4164d64eb9f797,12428898,1769670093,0x8a29e61aca9e8adeaf2d9f69aac2e1164ea77c03,0xa090e606e30bd747d4e6245a1517ebe430f0057e,143572.79964885564,2026-01-28 23:01:33
0x5c5542baff185f6f2cd94b0cabc7a2ac15b38b0d6f0753f9b7aab9d78d0f9ec9,11004183,1766820664,0xf4e566be1fad5f8a8ee75229ad5e5c6c6e0a97a8,0xd7ded79cc860ab06457b30bc29dbb5a7ef2f4a44,390462.3824153524,2025-12-26 23:31:04
0x1a1443420e02a5509b31389c5ff1d37f380dcb49dfd0d7d6a2a87721136126e1,13769832,1772351961,0xd806ee7cd75f6ae03c5f9e01660d2f1e7414ce07,0x23055618898e202386e6c13955a58d3c68200bfb,2113197.865498666,2026-02-28 23:59:21
0xe9b78afb4c4eb3b448a9c2c1c29816d71a170bb3846f4aa5012d27005fed234b,10166905,1765146108,0x7f6d6b4f6399dc707d3c32bab85893311cf96014,0xa090e606e30bd747d4e6245a1517ebe430f0057e,281652.7416551972,2025-12-07 14:21:48
0x66916c6194e069cc23dc15f47485a0b16e744af1d7e49e78e0bcd932823dbd70,13631600,1772075497,0x93d911a974a997bbacd5df760842a928b3a2c35b,0x3154cf16ccdb4c6d922629664174b904d80f2c35,1685795.9669949804,2026-02-25 19:11:37
0xd272ae1f5bf6cdcad34450815de5c3cd29968265f4cd71bba47c26163288bbf2,11157453,1767127204,0x3d16bbc9c746a016fa36df7a83c8e751e47152a0,0x5af817af80896a717ddd8a345dba23c4e563b0c6,579660.7469058814,2025-12-30 12:40:04
0xd97ad64b3a3b70c643030155b143ed1f56cca23c6e00873dc6c4caf0289218de,13109904,1771032106,0x60985c7674e0dbec80deaeeb4cf0c5f7bd9ab870,0x49048044d57e1c92a77f79988d21fa8faf74e97e,557998.6799845294,2026-02-13 17:21:46
0xb4f1d64be0904a2daa85f240836da0e416a883fb86ad2244060b0d4268e9c507,10626989,1766066276,0xd33a487e06349e37e8112c7dbe9b11dc4d1344b1,0x23055618898e202386e6c13955a58d3c68200bfb,972027.8490247835,2025-12-18 05:57:56
0xcc1e396556a2f9ab898f3155826e1af5f1f22da8fda563d5fa224ad48162f773,13345881,1771504059,0x93d911a974a997bbacd5df760842a928b3a2c35b,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,422805.0155359354,2026-02-19 04:27:39
0x25b8decd7ec758398ee5d6e65c6fc29e3cf9bf7026827f6ed57e87be9f0c69d3,11349460,1767511218,0x9cadc66d31d2b84a1819cefe843b590e8fbf9fd1,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1733200.5304504754,2026-01-03 23:20:18
0x7e449df663acd0b8444a5bb2be2df09899cb613a736f61f03b15ecd2acaaa006,11676267,1768164832,0xa55ee668536e3bdcc32d26c98b71bc39752fa811,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,440027.9393579803,2026-01-11 12:53:52
0x35f5a5f7983c9875a16308831bf28413fd5c04637eb61df710e989184d634426,13549321,1771910939,0x1a1caf80dfd1cf198635d7cc50d8f1414b74ffd1,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,645322.2593751675,2026-02-23 21:28:59
0x9c34049430669e9dd5f6bec485e73d07d08aedffe51a656d64aa3d2b2621ffbb,10211353,1765235003,0x8d9d917844305557c6858ae37a66543f4db64ed3,0x171ef4d24f5c5592b089b2e80be98bfaae49cb9a,501567.0987702211,2025-12-08 15:03:23
0x80a1308a930b084fb3d4e82259c88a74bd8707a21a91785009c9ac6c2d4969f4,10677231,1766166759,0x6c6fd3becc7e86a1c75f9611df0b8c23fb8ab0e7,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,474300.40984556626,2025-12-19 09:52:39
0x2f9e7dbc338070043af7a55a605d8692d83edd2bda848963f5f6826a0788da94,13863766,1772539829,0xd3b42b98847df091bef342180a713b7bce27edff,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,258273.70657941903,2026-03-03 04:10:29
0x1096ceb3b9cf36a99d259c19433655d29e31552d8aaa2df4f3f6cec0052a46e5,12523465,1769859227,0x0c55b3b88ece892a4ab4be88f170eb2f309c0536,0x3154cf16ccdb4c6d922629664174b904d80f2c35,3228406.5270153834,2026-01-31 03:33:47
0x3c9cd11e43b4a2bb5247ab79261c62ef7b7d07a9c95e1d60b3ea6cd246da6970,12346936,1769506169,0x9f406a3fba356cafb75523e5b9c252fd08df65d8,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1599416.8253314889,2026-01-27 01:29:29
0x35cbdc8559c018ce5f3517733ca36fee8698a73977904c03999857b90ec24491,12506952,1769826201,0x5b5da009e9f95ee2c289917d8792dee7c35f04c7,0x4200000000000000000000000000000000000010,1296825.2180524934,2026-01-30 18:23:21
0x64575b0b9d33b74fca3e2c3f9a2ac3b279f191f86ebf4465e5ec31a5243a2459,13877522,1772567342,0x7f6d6b4f6399dc707d3c32bab85893311cf96014,0x23055618898e202386e6c13955a58d3c68200bfb,594165.2294783193,2026-03-03 11:49:02
0x6c2b1424ede0fc7fbac177de67121023f728d3a86601a2c5c88e4cbe0d8d3dfd,13321396,1771455090,0x8942257f2a1cb32506f5aad784d3908a73805c8b,0x23055618898e202386e6c13955a58d3c68200bfb,1683380.3488846414,2026-02-18 14:51:30
0x5f24f8bfc7ff393299b325a0675d69d2d93b51d8cda36d951b54861551581063,10007083,1764826463,0xcbcf1743f050e451d7ae45b6e88fc92869376610,0x23055618898e202386e6c13955a58d3c68200bfb,648308.6726904087,2025-12-03 21:34:23
0x1ebc7681ad286a8b714c64392bc479d6a0b9811ab4591ba0bf4080dcbfd50328,11740672,1768293642,0x422ca24d621da5af5bb557b841cec7aa0231642b,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1009359.9381651545,2026-01-13 00:40:42
0xf967469e7e33c14c0e36883a87b13e5fc80a67b20cfa6d687e41812ea62b52a9,11294087,1767400472,0xd7ded79cc860ab06457b30bc29dbb5a7ef2f4a44,0x3154cf16ccdb4c6d922629664174b904d80f2c35,1299030.547457877,2026-01-02 16:34:32
0x5aee6b2b3b4a87f6e583371142856b1ee8cf3ab0039ff17a4b7a4c133a426327,13039083,1770890464,0x6ef748f3ff65a0dbfffb02e5efd222dbfad374ab,0x4200000000000000000000000000000000000010,2140820.4200825994,2026-02-12 02:01:04
0x4befb986ec60180ea3323050122706cf63622fe84e50654a8273ba55ba62e6bd,13563739,1771939776,0x3159ed215c2df403e85bb0374ee573f2c56be248,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,216570.48987129392,2026-02-24 05:29:36
0xf5539e5bdec58fb6f2b1c1bff884d454dce7287c0239fcc99bba1849eed01b72,10453339,1765718976,0x7fd6935b53dd957925088f5fa565226a18485017,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,177131.85166702842,2025-12-14 05:29:36
0x50cfa0f3dd191570c52fc71f0a00a35a73627348e224f09356e3c8de589bf519,12142030,1769096357,0x4be5e176c0268a340c176504ad15d988f100ae89,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,277721.7870232228,2026-01-22 07:39:17
0x84b775b1508776a72e397af1d751520ab7cc601715b0c3890179ed79fb31ac83,10343906,1765500109,0xd33a487e06349e37e8112c7dbe9b11dc4d1344b1,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,473966.8318639756,2025-12-11 16:41:49
0x95ad24a558a446ad2a21373e2fdd3a457d39c065314625e244bfa3a5f7f6b1d3,13575621,1771963540,0x33d791ee6dc1d39d3300cdd10e24fcf13b19f333,0x23055618898e202386e6c13955a58d3c68200bfb,574585.6042267357,2026-02-24 12:05:40
0xaca0fcfe7637e2dddc3b49d93068e4a708d052fb1bc20ba64e755d541b76f669,11991582,1768795461,0x3d16bbc9c746a016fa36df7a83c8e751e47152a0,0x23055618898e202386e6c13955a58d3c68200bfb,764983.0598145714,2026-01-18 20:04:21
0xe8de0748fc0841dc58a7b8109c7a04090b4435f4b6e9eaf1532b164dc9572f41,11695171,1768202639,0x7aea888b47706dd28e432d3ee0acd7d134f9f323,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,179864.41627901592,2026-01-11 23:23:59
0x974bb9e997884f6aab326dc6b27affb26cf495cce3a83f3c9e8fc1f73485942e,11330277,1767472851,0x487159415c60a65b573251e06327f0ae63dbad47,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1136013.5224082083,2026-01-03 12:40:51
0xe6079deb11a689a3f3ebe3141af66b82085419d3ed1b6f8cc81c11b48df455af,10450814,1765713926,0x9a8a5cf3bf586849874b080998cb50f4fd720709,0x23055618898e202386e6c13955a58d3c68200bfb,955947.8697372164,2025-12-14 04:05:26
0x794f760e4931f081b2cc1e42f380ce93d54e1c5392e76717a6784bb98d742e8b,13410955,1771634207,0x60985c7674e0dbec80deaeeb4cf0c5f7bd9ab870,0x8be51e1e8bdc3751ea9737b967f87b32748e2a1d,775422.6328601114,2026-02-20 16:36:47
0xfebe22d0775c50ca707b5162ce0691998c363f1503fa2dbc6346e0fff196059e,12155458,1769123214,0x460a3a49e01d91704ad7aaead979f35dd7c865ae,0x23055618898e202386e6c13955a58d3c68200bfb,590305.1111135978,2026-01-22 15:06:54
0xf7d59c7e592894800fd05fef856856d280c76d7edd9f40acf173563f62eb036c,12812097,1770436492,0x5af817af80896a717ddd8a345dba23c4e563b0c6,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1083489.022566695,2026-02-06 19:54:52
0xc17f8effc052da16a5703e26e7a6f9b6579dc32d1f6c88b79b738d02c2e58c5f,12308265,1769428827,0xa6ec4c0931678ab7c899ce079a0fea8bb4ff883a,0x23055618898e202386e6c13955a58d3c68200bfb,1203730.4907169442,2026-01-26 04:00:27
0xebfe6a2041ef61c6d55d095fadba52dd591582e57d9f470650b3a12510242994,10424530,1765661357,0x46fd21cf1fb311c2d116d8fd03287668e0f0763e,0x49048044d57e1c92a77f79988d21fa8faf74e97e,1013147.3637899016,2025-12-13 13:29:17
0x2863d89ff7f108d021d1e6d33c2c4821d01b13615abaaa59f634f5f4297c7bea,10213607,1765239512,0x0c410cfdd7504d12d55b7b649aee2eb18cc93f19,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,2231460.6052623466,2025-12-08 16:18:32
0x8e329b4edd17db3f655b85f0c59b9ad9582ad87958e927fe5b8b9d06a375c5df,12793414,1770399125,0x1da69a6d8cb341174828b1c928f9eab71a604505,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,748518.0396832045,2026-02-06 09:32:05
0x7562fc0c62f89617bf8ea2a8c383fff03d8c2bdd2836629500d9ca3883c1d519,10120221,1765052739,0x3d16bbc9c746a016fa36df7a83c8e751e47152a0,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1103959.1359456698,2025-12-06 12:25:39
0x9e9610f772d5e9045765c5625783e8402bd0d41df9eaf51fd1f2b3d353e12352,10713691,1766239679,0x45ede9396c0d0b9bf68406a8a46aa4bb919da1d3,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,5827181.230018471,2025-12-20 06:07:59
0x49a1af83ba0eae9c80f86d77e441bbd7cfd7b7047b0fb20d109262875ec23d00,11783884,1768380066,0x6c6fd3becc7e86a1c75f9611df0b8c23fb8ab0e7,0x4200000000000000000000000000000000000010,2460828.195000033,2026-01-14 00:41:06
0xf26add500b621780241e84a48c69f7b0f08ae6bff0377bfcf718359674ab4cab,12886676,1770585650,0x7fd6935b53dd957925088f5fa565226a18485017,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,2256695.5009188075,2026-02-08 13:20:50
0xd4404ce66cff87899d4b87e1a0059e9c4d2c0340f677c3020ce80b251762355c,11551085,1767914468,0x2dd53d0f61addb670a9eea3aee4b6d2caa643ef6,0x23055618898e202386e6c13955a58d3c68200bfb,819301.7949243474,2026-01-08 15:21:08
